price,bedrooms,sqfts,longitude,name,latitude,bathrooms_level_two,streetAddress,country,locality,postal,region,housing_type,links,sauna,pool,steam
"$2,695",2,665ft2,-122.795341,1 Bedroom 1 spacious Den Highrise condo in Coquitlam Centre,49.283742,7.0,,CA,New Westminster,V3M1N9,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-big-and-beautiful/7565821002.html,False,,
"$3,150",1,732ft2,-122.805800,"Well maintained grounds, On-site laundry facility, Private balconies",49.025900,2.0,11th ave,CA,Burnaby,V3N,BC,House,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bdrm-bath/7580842037.html,False,,
"$2,650",3,758ft2,-123.121000,3 Bedroom Furnished Luxury 400sf Balcony,49.247500,1.0,1433 Haro Street,CA,Vancouver,V6G1G2,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-pet-allowed-available-may-1st/7571192983.html,False,,
"$4,295",,1225ft2,,,,2.0,6328 Cambie St,CA,Vancouver,V5Z3B4,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-brand-new-furnished-6th-floor/7585076851.html,False,,
"$2,600",2,850ft2,-123.113900,2 Bed 1 Bath Penthouse w/ Balcony & City Views,49.278800,1.0,,CA,Surrey North,V3R,BC,House,https://vancouver.craigslist.org/rds/apa/d/surrey-north-guildford-brand-new-house/7579740197.html,False,,
"$2,285",2,589ft2,-122.996706,"BRAND NEW! 2 Bed, 2 Bath with Spacious Balcony, 1 Parking & more!",49.266156,1.0,5983 Gray Ave,CA,Vancouver,V6S0B5,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-ubc-beautiful-apartment-sail/7582238393.html,False,,
,3,,-122.845400,Large Unit in Multi-Unit House,49.189400,1.0,,CA,Surrey,V3X1L1,BC,House,https://vancouver.craigslist.org/rds/apa/d/surrey-brand-new-luxury-bed-plus-den-25/7580008997.html,False,,
"$5,400",2,1104ft2,-122.995200,Brand new 2 bedroom apartment available now,49.230200,1.0,15th,CA,West Vancouver,V7T1S8,BC,Apartment,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-oversized-bed-bath/7570713713.html,False,,
"$2,950",1,780ft2,-123.114982,Fabulous Amenities! A/C Apartment at The Arc Vancouver 89 Nelson St,49.274463,1.0,1509 MARTIN STREET,CA,White Rock,V4B3W8,BC,Apartment,https://vancouver.craigslist.org/rds/apa/d/white-rock-bed-white-rock-1509-martin/7576303131.html,False,,
"$5,500",2,1443ft2,-122.873000,Basement rent,49.188900,1.0,,,,,,,https://vancouver.craigslist.org/van/apa/d/vancouver-pet-allowed-available-april/7581238337.html,False,,
"$2,775",2,,-123.073298,"2 BED 1 BATH ***LOWER LONSDALE SUITE*** $2,500/MONTH",49.314190,1.0,5311 cedarbridge way,CA,Richmond,V7A2Z5,BC,Apartment,https://vancouver.craigslist.org/rch/apa/d/richmond-furnished-condo-2br-closed/7579456083.html,False,True,
"$2,000",6,670ft2,-123.134866,"Luxurious 6 Bed+7Bath House in Shaughnessy, Vancouver",49.242735,2.0,NE Kent,CA,Vancouver,V5S4R1,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-2br-2bath-level-feb-1st/7578661574.html,False,,
"$3,000",3,505ft2,-123.139600,Vancouver west side 3 bedrooms 2 bathroom for rent,49.215100,3.0,pacific st,CA,Vancouver,V6Z1R7,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-unfurnished-bedroom-apartment/7580126204.html,False,True,
"$1,550",3,,-122.829900,3 bedroom upper level in south surrey,49.037400,4.0,,CA,Vancouver,V6J4T8,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-newly-renovated-bdr-apartment/7582914684.html,False,,
"$4,500",2,982ft2,-122.862600,"Closet organizers, Roller shades, Recycling",49.323100,1.0,4988 Cambie St,CA,Vancouver,V5Y2M5,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-unfurnished-beds-baths-den/7583981343.html,False,,
"$2,400",2,932ft2,-122.660846,"$2,000 / 2br - 2 BEDROOM BASEMENT SUITE FOR RENT(Maple Ridge)",49.227276,,1402,CA,Delta,V4M1E4,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/delta-unobstructed-ocean-view-2br/7575078488.html,False,,
"$2,195",1,590ft2,-123.005140,Beautiful 1BED+1BATH CONDO At Sun Tower Burnaby,49.225492,2.0,,CA,West Vancouver,V7S2E2,BC,House,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-bed-bath-house-in-west/7565418187.html,False,,
"$2,600",2,677ft2,-122.919000,Big and Beautiful 2 Bedroom Completely Renovated,49.207000,2.0,,CA,Vancouver,V6C3R7,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-bdrm-bath-flex/7585262833.html,False,True,
"$2,650",2,758ft2,-122.930100,2 BDRM & 1 BATH,49.227500,1.0,,CA,Vancouver,V6Z1W7,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-den-bath-condo-gorgeous/7584330298.html,,True,
"$3,100",2,800ft2,-123.131395,Pet Allowed-Available May 1st-Brand New Furnished 2 BR at 1433 Haro,49.287451,1.0,,CA,Burnaby,V5C,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-3100-new-condo-bed-bath-ev/7575655550.html,False,,
"$1,800",1,900ft2,-123.116306,Brand New Furnished 6th Floor 1 Bed & Den Apartment ParkStation Rental,49.227640,2.0,1371 Blackwood Street,CA,White Rock,V4B3W6,BC,Apartment,https://vancouver.craigslist.org/rds/apa/d/white-rock-brand-new-blinds-elevator-in/7578048229.html,False,,
"$2,800",2,456ft2,-122.813100,Guildford Brand New House 2bedroom 1 bathroom,49.194800,2.0,"2520 Acadia Rd,",CA,Vancouver,V6T2C2,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-shortcut-rd-brand-new/7585665366.html,False,,
"$1,600",3,630ft2,-123.234758,"UBC Beautiful apartment Sail, 3-bedroom, 2-bathroom",49.252246,4.0,holmes street,CA,Burnaby,V3N4B6,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-1br-basement-suite-for-rent/7581455505.html,False,,
"$2,980",3,1200ft2,-122.853756,Brand new. Luxury 3 bed plus Den 2.5 bath townhouse,49.111360,2.0,Ryall place,CA,Delta,V4E1M5,BC,House,https://vancouver.craigslist.org/rds/apa/d/delta-bedroom-basement-suite-for-rent/7580834244.html,False,,
"$2,235",3,634ft2,-123.141700,OVERSIZED 3 BED / 4 BATH LUXURIOUS CONDO,49.332200,2.0,Queens,CA,North Vancouver,V7N2M3,BC,Apartment,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-bedroom-basement-suite/7578706848.html,False,,
"$3,000",1,1400ft2,-122.805519,1 Bed-- $1600 White Rock   1509 Martin Street,49.029329,2.0,127 E 12th St,CA,North Vancouver,V7L2J3,BC,Apartment,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-the-victoria-bedroom-in/7585329066.html,False,,
"$2,241",,445ft2,,,,1.0,lions gate ln,CA,North Vancouver,V7P1X4,BC,Apartment,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-brand-new-2bdrm-condo/7579601289.html,False,,
,2,,-123.115368,"Furnished  Condo 2br ,closed  Richmond downtown",49.136350,2.0,,CA,Burnaby,V5C4A8,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-vanpmcom-brand-new-bedroom/7571061932.html,False,,
"$3,200",2,900ft2,-123.050008,2br/2bath/2 level Feb 1st Corner Unit Townhouse in Riverwalk $2900,49.206506,1.0,,CA,Burnaby,V3N,BC,Apartment,https://vancouver.craigslist.org/rds/apa/d/burnaby-furnished-available-now-close/7575914143.html,False,,
"$5,600",1,1403ft2,-123.130380,Unfurnished 1 Bedroom Apartment for Rent in Yaletown Downtown,49.275714,1.0,Balaclava Street,CA,Vancouver,V6K4E6,BC,House,https://vancouver.craigslist.org/van/apa/d/vancouver-dunbar-w33rd-ave-2bed-1bath/7576363873.html,False,,
"$3,650",2,722ft2,-123.146000,"Newly Renovated 2 Bdr Apartment, Move in Ready",49.260300,1.0,3370 Dewdney Trunk Rd.,CA,Port Moody,V3H,BC,Apartment,https://vancouver.craigslist.org/pml/apa/d/port-moody-bike-storage-open-concept/7578464677.html,False,,
"$2,750",2,580ft2,-123.117406,UNFURNISHED 2 BEDS + 2 BATHS + DEN + 1 PARKING IN VANCOUVER,49.240268,2.0,seymour,CA,Vancouver,V6B3H7,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-bedden-for-rent-2700/7584726655.html,False,,
"$1,650",2,,-123.074125,Unobstructed Ocean view 2br Penthouse floor,49.006391,2.0,996 Eden crescent,CA,Delta Southeast,V4L,BC,House,https://vancouver.craigslist.org/rds/apa/d/delta-southeast-private-golf-course/7583831960.html,False,,
"$4,000",4,1098ft2,-123.137797,4 Bed / 4 Bath House in West Vancouver,49.356602,1.0,,,,,,,https://vancouver.craigslist.org/pml/apa/d/coquitlam-renovated-bedroom-available/7578161257.html,False,,
"$1,900",2,,-123.126333,"Spacious 2 bdrm, 2 bath + FLEX- Classico - UNFURNISHED",49.289262,1.0,935 Jervis Street,CA,Vancouver,V6E2B5,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-pet-allowed-furnished-bedroom/7572421329.html,False,,
"$1,100",2,,-123.130000,2 Bed + Den 2 Bath Condo w/ Gorgeous Waterfront Views,49.276700,1.0,1275 Hamilton Street,CA,Vancouver,V6B5Z5,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-yaletowm-rarely-available/7585241581.html,False,,
"$3,400",2,576ft2,-123.007400,"$3,100= NEW Condo 2 BED + 2 BATH + EV parking, Brentwood Hillside West",49.274000,1.0,1288  Rosser Avenue,CA,Burnaby,V5C5C7,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bsmt-beds-bath-suite-includes/7585732114.html,False,,
"$1,700",1,631ft2,-122.805800,"Brand new blinds, Elevator (in one building), Social room",49.025900,1.0,SW Marine Drive,CA,Vancouver,V6P3J8,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-bedrooms-den-available-in-w1/7585428871.html,False,,
"$2,950",2,950ft2,-123.236566,"Shortcut Rd., Brand new Apartments & Townhome rentals at UBC",49.264296,3.0,5895 Prince Albert,CA,Vancouver,V5W3E2,BC,House,https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-semi-furnished-two/7583588795.html,False,,
"$2,497",1,650ft2,-122.902305,1br Basement Suite for rent,49.235388,,ROBSON,CA,Vancouver,V6E1C1,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroomfurnished-nice-condo/7572347740.html,False,,
"$3,495",2,884ft2,-122.909430,2 Bedroom Basement suite for rent,49.125140,1.0,,CA,Maple Ridge,V4R1L6,BC,Apartment,https://vancouver.craigslist.org/pml/apa/d/maple-ridge-bed-bath-ground-level-suite/7582213103.html,False,,
"$1,327",2,,-123.079619,2 Bedroom Basement suite for rent -ASAP,49.336526,1.0,21st,CA,Vancouver,V5V,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-garden-suite-with-private/7578162206.html,False,,
"$2,400",2,620ft2,-123.070896,The Victoria 2 Bedroom in North Vancouver/ 2 BED/ 2 BATH,49.318941,1.0,,CA,Vancouver,V6B3L4,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-core-furnished-bed/7576469339.html,False,True,
,2,,-123.123479,Brand New 2bdrm condo for rent,49.325004,2.0,,CA,Burnaby,V5H3G1,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-burnaby-metrotown-moda-large/7585416701.html,False,,
"$2,800",1,2000ft2,-122.996358,Vanpm.com BRAND NEW 1 Bedroom Highfloor with EV Parking and Storage,49.265741,1.0,,CA,Burnaby,V3N3B7,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-vanpmcom-1bed-1bath/7576818795.html,True,,True
"$2,795",1,590ft2,-122.930100,Furnished available now close to Lougheed Skytrain,49.227500,1.0,1896 Marine Drive,CA,West Vancouver,V7W2X9,BC,Apartment,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-orcaref-amazing-location/7584703288.html,False,,
"$2,500",2,780ft2,-123.174120,Dunbar/W.33rd Ave 2Bed 1Bath Basement for Rent,49.260570,1.0,,CA,Coquitlam,V3J1S6,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/coquitlam-bright-and-big-bedroom/7579181949.html,False,,
"$1,695",1,615ft2,-122.862600,"Bike Storage, Open-Concept, 100% smoke-free",49.323100,1.0,1658x 108A,CA,Surrey,V4N5B7,BC,House,https://vancouver.craigslist.org/rds/apa/d/surrey-basement-suite-in-surrey-fraser/7577837082.html,False,,
"$4,850",1,1200ft2,-123.113700,Downtown 1 bed+den for rent $2700,49.284000,1.0,,CA,Burnaby,V5H3G1,BC,House,https://vancouver.craigslist.org/bnc/apa/d/burnaby-townhouse-near-metrotown/7575033782.html,False,,
"$1,800",5,440ft2,-123.059100,Private Golf course  view Tsawwassen 5 bedroom rent 4300  month,49.041800,1.0,,CA,Surrey,V4A4Y8,BC,House,https://vancouver.craigslist.org/rds/apa/d/surrey-beautiful-bed-bath-garden-suite/7580078415.html,False,,
,,,,,,1.0,67A,CA,Surrey Upper West,V3W,BC,House,https://vancouver.craigslist.org/rds/apa/d/surrey-upper-west-main-floor-for-rent/7580118279.html,False,,
"$3,695",2,748ft2,-123.130633,Pet Allowed Furnished 2 Bedroom @ 935 Jervis -Available April 1st,49.285613,2.0,,CA,Burnaby,V5J,BC,House,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bedrooms/7584239207.html,False,,
"$3,300",1,732ft2,-123.123879,Yaletowm rarely available loft style 1 Bedroom and Den at the Alda!,49.274077,1.0,814 West 14th Avenue,CA,Vancouver,V5Z3P2,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-br-floor-apartment-near-vgh/7585773377.html,False,,
"$3,250",2,1750ft2,-123.006010,Bsmt 2 beds 1 bath suite   includes utilities,49.272984,1.0,ross road,CA,North Vancouver,V7J1V3,BC,House,https://vancouver.craigslist.org/van/apa/d/north-vancouver-furnished-3b1bath-main/7584385155.html,False,,
"$3,400",2,,-123.116248,2 Bedrooms +Den available in W1 Award Winning Building,49.210673,3.0,,CA,Vancouver,V5M,BC,House,https://vancouver.craigslist.org/van/apa/d/vancouver-new-one-bedroom-and-den-suite/7586019161.html,False,,
"$2,700",2,500ft2,-123.087945,BEAUTIFUL SEMI FURNISHED TWO BEDROOM GROUND LEVEL SUITE,49.231051,1.0,4730 Lougheed Highway,CA,Burnaby,V5C0C8,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-concord-brentwood-brand-new/7581906129.html,False,,
"$1,550",2,,-123.127065,"2 BEDROOM,FURNISHED, NICE CONDO, ROBSON ST,DOWNTOWN,Jan1",49.286125,2.0,,CA,Burnaby,V5E1L2,BC,House,https://vancouver.craigslist.org/van/apa/d/burnaby-nicely-furnished-bachelor-suite/7580765028.html,False,,
"$2,500",1,,-122.550645,1 Bed 1 Bath Ground Level Suite for Rent,49.212187,2.0,1371 Blackwood Street,CA,White Rock,V4B3W6,BC,Apartment,https://vancouver.craigslist.org/rds/apa/d/white-rock-24-in-site-management-brand/7571417556.html,False,,
"$15,800",2,6027ft2,-123.091300,"Garden Suite with private patio & bike storage, blocks from Fraser St.",49.248000,1.0,3228 Tupper,CA,Vancouver,V5Z1S4,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-stylish-modern-bed-den-in/7572672025.html,False,,
"$6,000",1,1200ft2,-123.118887,Downtown Core Furnished 1 Bed Short or Long Term (Wifi + Utilities),49.280483,1.0,,CA,New Westminster Northeast,V3L,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-northeast-bedroom-in/7579216421.html,False,,
"$2,600",1,2000ft2,-122.995200,"Burnaby Metrotown ""Moda"" Large 1 + Den Apartment for Rent",49.230200,1.0,1777 W 7th Av,CA,Vancouver,V6J1V6,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-fantastic-condo-for-rent-bd/7585347624.html,False,,
"$2,850",1,838ft2,-122.949843,Vanpm.com 1Bed 1Bath KingsCrossing Condo Double Fridge + AC,49.218539,1.0,,,,,,,https://vancouver.craigslist.org/van/apa/d/vancouver-available-may-1st-pet-welcome/7579777518.html,False,True,
"$2,000",2,900ft2,-123.262617,"(ORCA_REF#205-1896)***Amazing Location  2 bed/2bath, 1202 sqft",49.354108,1.0,Balsam,CA,Vancouver,V6K1J6,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom/7579445162.html,False,,
"$2,450",2,597ft2,-122.864764,Bright and big 2 bedroom,49.250380,1.0,333 E 11th Ave,CA,Vancouver,V5T2C6,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-lovely-two-bedroom-with-two/7575719896.html,False,,
"$1,895",2,1000ft2,-122.763003,Basement suite in Surrey Fraser Heights,49.199810,2.0,,CA,North Vancouver,V7L3W7,BC,House,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-spacious-bedroom-house/7574317782.html,False,,
"$1,950",2,800ft2,-122.995200,Townhouse near Metrotown,49.230200,1.0,,CA,Burnaby,V5J,BC,House,https://vancouver.craigslist.org/bnc/apa/d/burnaby-burnaby-bedrooms/7579712265.html,False,,
"$3,500",2,560ft2,-122.757876,Beautiful 2 Bed 1 Bath Garden Suite with Patio,49.032859,2.0,,,,,,,https://vancouver.craigslist.org/van/apa/d/vancouver-brand-new-pet-welcome-studio/7571825293.html,False,,
"$2,900",3,595ft2,-122.856900,Main floor for rent,49.141000,,,CA,Vancouver,V6G2S2,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-luxurious-2brden-view-west/7585671420.html,True,True,True
"$2,000",3,,-122.992100,3 bedrooms,49.203800,1.0,,,,,,,https://vancouver.craigslist.org/van/apa/d/vancouver-art-deco-cambie-village-wood/7585788892.html,False,,
"$4,180",2,,-123.122354,2 BR 2 floor apartment near VGH,49.258639,2.0,Canary Place,CA,Coquitlam,V3E0E1,BC,House,https://vancouver.craigslist.org/pml/apa/d/coquitlam-huge-one-bedroom-basement/7583926006.html,False,,
"$3,250",3,1400ft2,-123.037439,Furnished 3B+1Bath Main Floor for Rent in Lynn Valley,49.335567,2.0,,CA,Burnaby,V5C5Y1,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-c-apartment-at-solo-district/7570477886.html,False,,
"$8,500",2,2135ft2,-123.039800,NEW ONE BEDROOM AND DEN SUITE ON E.6TH AVE BETWEEN RENFREW AND RUPERT,49.260000,2.0,SHAUGHNESSY STREET,CA,Port Coquitlam South,V3C,BC,Apartment,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-south-bright-bedroom/7582271612.html,False,,
"$1,600",1,600ft2,-122.998059,"Concord Brentwood-Brand new, South facing-16th Floor",49.266026,,181 West 1st Avenue,CA,Vancouver,V5Y0A7,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-beautifully-furnished-and/7585772429.html,False,,
,1,,-122.950700,NICELY FURNISHED BACHELOR SUITE for 2,49.222200,2.0,,CA,Surrey,V3X3A2,BC,House,https://vancouver.craigslist.org/rds/apa/d/surrey-2bedroom-washroom-for-rent/7575419226.html,False,,
"$3,000",1,900ft2,-122.805800,"24/7 in site management , Brand new blinds, Heat &water included.",49.025900,,,CA,Vancouver,V5T2A3,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-available-february-15-bedroom/7584827445.html,False,,
"$2,900",2,950ft2,-123.116005,Stylish Modern 2 Bed + Den in Cambie Village,49.256667,1.0,Wall Street,CA,Vancouver,V5L1K4,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-suite/7584923679.html,,True,
"$2,500",2,548ft2,-122.899800,2 bedroom in new westminster,49.220100,2.0,1009 Harwood Street,CA,Vancouver,V6E1R3,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-available-may-1st-pet-welcome/7579795213.html,False,,
"$2,800",2,971ft2,-123.145172,Fantastic condo for rent -  2 bd 2 bath+flex,49.265446,2.0,1371 Blackwood Street,CA,White Rock,V4B3W6,BC,Apartment,https://vancouver.craigslist.org/rds/apa/d/white-rock-private-balconies-on-site/7580402245.html,False,,
"$3,800",,985ft2,,,,2.0,,CA,Vancouver,V6B5W7,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-luxurious-yaletown-living/7585231108.html,False,,
"$4,500",1,1030ft2,-123.161287,1 bedroom,49.270291,2.0,,CA,Port Moody,V3H1B6,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/port-moody-furnished-one-bedroom-suite/7565774776.html,False,,
"$5,980",2,4751ft2,-123.097412,Lovely Two bedroom with two baths and a den and patio available now.,49.261177,1.0,westport rd,CA,West Vancouver West,V7W,BC,Apartment,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-west-beautiful-one/7583709209.html,False,,
"$3,950",4,876ft2,-123.057600,Spacious 4 Bedroom House with Water View for Rent,49.316000,1.0,63RD AVENUE,CA,Vancouver,V5X,BC,House,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-house-for-rent/7583377715.html,False,,
"$5,495",3,1200ft2,-122.992100,Burnaby 3 bedrooms,49.203800,1.0,,CA,North Vancouver,V7J2E9,BC,Apartment,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-beautiful-furnished/7584330877.html,False,,
"$3,100",,732ft2,,,,1.0,1371 Blackwood Street,CA,White Rock,V4B3W6,BC,Apartment,https://vancouver.craigslist.org/rds/apa/d/white-rock-stylish-renovated-apartments/7561026960.html,False,,
"$2,650",2,758ft2,-123.128242,Luxurious 2BR+Den w/View @ West Pender Place - Available Now,49.290140,3.0,,CA,White Rock,V4B3Z8,BC,Apartment,https://vancouver.craigslist.org/rds/apa/d/white-rock-ocean-view-2br-and-2bt-at/7574449129.html,False,True,
"$3,350",,823ft2,,,,1.0,1050 Burrard Street,CA,Vancouver,V6Z2Y7,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-2bd-2bath-fully-furnished/7581803518.html,False,True,
"$1,500",1,650ft2,-122.758699,Huge One Bedroom Basement Suite for Rent,49.295957,1.0,Taylor St,CA,Vancouver,V6B1R1,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-spectacular-water-views-with/7575589230.html,False,,
"$2,000",2,700ft2,-123.004943,A/C Apartment at Solo District 3 - Cirrus 2085 Skyline Ct,49.265904,2.0,St. Albans Road,CA,Richmond,V6X3Y5,BC,Apartment,https://vancouver.craigslist.org/rch/apa/d/richmond-br-den-unfurnished-apartment/7580044700.html,False,,
"$2,400",2,800ft2,-122.786500,Bright 2 Bedroom 2 Bathroom on 5th floor,49.243600,2.0,,CA,Langley Township Northwest,V2Y,BC,Apartment,https://vancouver.craigslist.org/pml/apa/d/langley-township-northwest-bed-bath/7582889444.html,False,True,
"$3,300",2,880ft2,-123.109163,Beautifully Furnished and Newly Renovated 2 Bed 2 Bath Condo,49.270705,1.0,,CA,Vancouver,V6A2A2,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-bachelor-suite/7584912844.html,False,,
"$3,980",2,823ft2,-122.829208,2bedroom  2 washroom for rent,49.106129,2.0,Dewdney Trunk Road,CA,Maple Ridge,V2X6B7,BC,Apartment,https://vancouver.craigslist.org/pml/apa/d/maple-ridge-beautiful-brand-new-condo/7577196627.html,False,,
"$2,250",1,508ft2,-123.092300,AVAILABLE FEBRUARY 15: 1 BEDROOM RENOVATED IN MOUNT PLEASEANT!,49.262000,2.0,22nd,CA,Vancouver,V5M,BC,House,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-laneway-house-for/7585064872.html,False,True,
"$1,860",1,667ft2,-123.067217,Furnished Suite,49.284424,2.0,19445-80 ave,CA,Surrey,V4N4J1,BC,House,https://vancouver.craigslist.org/rds/apa/d/surrey-basement-for-rent/7571968039.html,False,,
"$2,500",2,550ft2,-123.131508,Available May 1st- PET WELCOME FURNISHED 2 BEDROOM @ 1009 HARWOOD,49.277776,1.0,,CA,North Vancouver,V7L3W7,BC,House,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-beds-bath-above-ground/7585058237.html,False,,
"$2,235",2,634ft2,-122.805800,"Private balconies, On-site laundry facility, Brand new blinds",49.025900,2.0,1295 Richards St,CA,Vancouver,V6B3G6,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-modern-corner-1br-1b/7574690568.html,False,,
"$2,700",3,580ft2,-123.127663,LUXURIOUS YALETOWN LIVING - FALSE CREEK VIEWS - 3Bd 2bth FURNISHED !!!,49.274613,1.0,,CA,North Vancouver East Central,V7J,BC,House,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-east-central-bedroom/7567351650.html,False,,
"$4,300",1,2932ft2,-122.886178,Furnished one bedroom suite close to SFU and Skytrain,49.270851,2.0,608 Belmont,CA,Vancouver,V5M0G1,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/vancouver-new-westminster-uptown-one/7582873371.html,False,,
,1,,-123.262700,Beautiful One Bedroom,49.361500,1.0,,,,,,,https://vancouver.craigslist.org/rds/apa/d/langley-brand-new-unit-with-solarium/7580442035.html,False,,
"$3,350",4,635ft2,-123.097900,4 BEDROOM HOUSE FOR RENT,49.215600,1.0,,CA,Vancouver,V6N,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-br-basement-suite-west-side/7582224134.html,False,,
"$2,700",2,680ft2,-123.033142,"Beautiful furnished duplex, 15min drive to downtown, mountains & beach",49.306889,1.0,,,,,,,https://vancouver.craigslist.org/van/apa/d/stylish-bedroom-1rst-floor-apartment/7585227292.html,False,,
"$2,380",1,1000ft2,-122.805800,"Stylish renovated apartments,",49.025900,1.0,,CA,Vancouver,V5Y0C8,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-luxurious-bed-den-condo-with/7584718380.html,False,,
"$2,980",2,796ft2,-122.801460,******Ocean View 2BR and 2BT at Miramar******,49.027629,1.0,,CA,Delta,V4M3J8,BC,Apartment,https://vancouver.craigslist.org/rds/apa/d/delta-sunny-tsawwassen-one-bedroom-one/7574700661.html,False,,
"$2,800",2,900ft2,-123.126537,2BD 2BATH  Fully furnished | Iconic Wall Centre | Downtown Vancouver,49.279852,1.0,"2004 Fullerton Avenue,",CA,North Vancouver,V7P3G8,BC,Apartment,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-bed-bath-for-rent-insta/7582572013.html,True,True,True
"$3,075",2,720ft2,-123.105798,SPECTACULAR Water Views with Massive Balcony @ The Taylor!,49.280109,,,CA,Langley City,V3A,BC,Apartment,https://vancouver.craigslist.org/rds/apa/d/langley-city-bedroom-bath-apartment-on/7581767764.html,False,,
"$1,350",1,,-123.136800,1 br + den unfurnished apartment,49.170000,1.0,1448 Nystrom Court,CA,Port Coquitlam North,V3E,BC,House,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-north-bed-bath-suite/7582463227.html,False,,
"$2,700",2,850ft2,-122.623600,2 Bed 2 Bath Condo Langley,49.128500,1.0,108 E1s Ave.,CA,Vancouver,V5T0E8,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-olympic-village-unfurnished/7580662735.html,False,,
"$2,950",1,530ft2,-123.090800,Bachelor Suite,49.277900,,,CA,Port Coquitlam Central,V3B,BC,Apartment,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-central-highly-desirable/7585729524.html,False,True,
